Name_of_Church,Address,City,State,Zip,Phone,Pasors,Email,Web,ONA,Accessible,Fax,Latitude,Logitude,Distance,_type
Congregational UCC ,881 First New Hampshire Tpke ,Northwood ,NH,03261-3201,603-942-7116,,adminncc@myfairpoint.net,http://www.northwoodcongregational.org/,N,Y,-,43.239242,-71.241851,41.7,UccscraperItem
Congregational UCC ,21 Meetinghouse Hill Rd ,Sanbornton ,NH,03269-2438,603-286-3018,Ruth Ann Martz ,,http://www.uccsanbornton.org,Y,Y,-,43.531121,-71.582936,42.3,UccscraperItem
Bristol United Church of Christ ,15 Church St ,Bristol ,NH,03222-3076,603-744-8132,Andrew Macleod ,bristolucc@myfairpoint.net,http://www.bristolucc.org,N,Y,-,43.584328,-71.731847,42.5,UccscraperItem
Lee Church Congregational ,17 Mast Rd ,Lee ,NH,03861-6567,603-659-2861,Gail E. Kindberg ,leechurchucc@comcast.net,http://www.leechurch.org,N,Y,-,43.128972,-71.004948,26.6,UccscraperItem
Congregational Church of North Barnstead ,504 N Barnstead Rd ,Center Barnstead ,NH,03225-3947,603-776-1820,Nancy M. Talbott ,,http://www:ccnorthbarnstead.com,Y,Y,-,43.377465,-71.22005,29.6,UccscraperItem
Union Congregational Church of Madbury ,18 Town Hall Rd ,Madbury ,NH,03823-5767,603-742-9380,Maren C. Tirabassi ,,http://www.madburychurch.org,Y,Y,,43.168285,-70.947757,30.3,UccscraperItem
Maranatha Indonesian UCC ,20 Town Hall Rd ,Madbury ,NH,3823,603-742-9380,Sandra Pontoh ,maranathanh@juno.com,,N,Y,603-330-0012,43.168285,-70.947757,30.3,UccscraperItem
"Community Church of Durham, UCC ",17 Main St ,Durham ,NH,03824-2501,603-868-1230,Mary E. Westfall ,Office@CCDurham.org,http://www.CCDurham.org,Y,Y,,43.133003,-70.923471,30.6,UccscraperItem
First Church Congregational UCC ,63 S Main St ,Rochester ,NH,03867-2707,603-332-1121,Eliza Buchakjian-Tweedy,firstucc@myfairpoint.net,http://www.First-UCC.net,Y,Y,603-335-6315,43.30248,-70.9743,33.8,UccscraperItem
First Parish Congregational UCC ,218 Central Ave ,Dover ,NH,03820-4128,603-742-5664,Michael S. Bennett ,firstparish@comcast.net,http://www.firstparishdover.org,Y,Y,603-750-0411,43.190667,-70.87455,34.3,UccscraperItem
First Congregational UCC ,400 S Main St ,Farmington ,NH,03835-1519,603-755-4816,Kent Schneider ,firstcongofarmington@metrocast.net,http://www.firstcongofarmington.org,N,Y,null,43.38816,-71.06484,34.7,UccscraperItem
First Parish UCC ,176 W High St ,Somersworth ,NH,03878-1527,603-692-2057,Mark A. Rideout ,pastor@somersworthfirstparish.org,http://www.somersworthfirstparish.org,Y,Y,-,43.26295,-70.89825,35.4,UccscraperItem
"Congregational Church of Laconia, UCC ",69 Pleasant St,Laconia ,NH,03246-3425,603-524-0668,Warren H. Bouton ,chris@laconiaucc.org,http://www.laconiaucc.org,N,Y,603-273-0065,43.529132,-71.471309,36.6,UccscraperItem
First Congregational UCC ,1361 State Rd ,Eliot ,ME,03903-1345,207-439-1105,Elizabeth Hope Hoffman ,firstcongchurch@aol.com,http://www.eliotucc.org/,N,Y,-,43.12476,-70.790744,36.9,UccscraperItem
First Parish Federated UCC ,4 Academy St ,South Berwick ,ME,03908-1502,207-384-4091,,fpfc.org@gmail.com,http://www.fpfcme.org/,N,Y,,43.2324,-70.809,38.5,UccscraperItem
Community Church of Milton ,7 Steeple St ,Milton ,NH,3851,603-652-7914,Rev. Rev. Wayne Santos,ccmilton@myfairpoint.net,,N,Y,-,43.44025,-71.023754,38.7,UccscraperItem
Union Congregational Church UCC ,80 Main Street ,Union ,NH,03887-4464,603-473-2446,,,,N,Y,-,43.494833,-71.027131,41.7,UccscraperItem
First Congregational Church of Wolfeboro UCC ,115 S Main St ,Wolfeboro ,NH,03894-4310,603-569-1555,Gina M. Finocchiaro ,kristafccw@gmail.com,http://www.fccwolfeboro.org,N,Y,,43.576849,-71.194216,42.7,UccscraperItem
First Parish Church UCC ,180 York St ,York ,ME,03909-1314,207-363-3758,Anna V. Copeland ,office@firstparishyork.net,http://www.firstparishyork.net,N,Y,207-363-4937,43.145067,-70.65573,20.1,UccscraperItem
Union Congregational Church,18 Church St ,York Beach ,ME,03910-0969,207-363-4821,Mark Wendorf,ybcc@maine.rr.com,http://www.ybcc.org/,N,Y,-,43.1713,-70.6094,23,UccscraperItem
First Congregational UCC ,15 High Street,North Berwick ,ME,3906,207-676-4434,Paul A. Day ,revpaulday@maine.rr.com,http://www.nberwickcongregational.com,N,N,-,43.3305,-70.7647,25.7,UccscraperItem
Congregational UCC ,1695 Post Rd ,Wells ,ME,04090-4609,207-646-4309,Charity Omartian,uccwells@wellscongregational.org,http://www.wellscongregational.org/,N,Y,207-646-0428,43.333525,-70.565258,31.8,UccscraperItem
North Parish Congregational UCC ,893 Main St ,Sanford ,ME,04073-3517,207-324-3163,Diane E. Wendorf ,northparish@gwi.net,http://www.northparishchurch.org,N,Y,207-324-1292,43.440178,-70.777514,32.4,UccscraperItem
Christ Church ,6 Dane St ,Kennebunk ,ME,04043-,207-985-4494,Mark L. Arbisi ,christchurch@gwi.net,http://www.christchurchkennebunk.org,Y,Y,null,43.386951,-70.538027,35.5,UccscraperItem
Alfred Parish Church ,8/12 Kennebunk Rd ,Alfred ,ME,04002-3401,207-324-3841,Diane L Harvey ,apcucc@gmail.com,,Y,N,-,43.469379,-70.708089,35.6,UccscraperItem
South Congregational Church , Temple Street,Kennebunkport ,ME,4046,207-967-2793,Charles H. Whiston ,information@southchurchucc.org,http://www.southchurchucc.org/,Y,Y,207-967-5672,43.363119,-70.47751,36.4,UccscraperItem
Acton Congregational UCC ,59 H Road ,Acton ,ME,04001-6017,(207)636-3430,AbbyLynn Haskell,office@actoncongregationalchurch.org,http://actoncongregationalchurch.org,N,Y,207-636-2193,43.533117,-70.909197,37.1,UccscraperItem
First Congregational UCC ,2718 Wakefield Rd ,Wakefield ,NH,03872-4375,603-522-3189,Mary A James ,fccwakefieldnh@gmail.com,http://www.fccwakefieldnh.org,Y,Y,,43.553116,-71.031259,38.2,UccscraperItem
First Parish Congregational UCC ,12 Beach St ,Saco ,ME,04072-2802,207-283-3771,,office@firstparishsaco.org,http://www.firstparishsaco.org,Y,Y,207-283-9023,43.500349,-70.443056,34.7,UccscraperItem
North Saco Congregational Christian Church ,Heath Rd ,North Saco ,ME,04072-9801,207-282-4283,Gerald N. Scribner ,,,N,N,-,43.510243,-70.445156,35.3,UccscraperItem
Blue Point Congregational UCC ,236 Pine Point Rd ,Scarborough ,ME,04074-9246,207-883-6540,Marcia A. Charles ,bpcnet@bluepointchurch.org,http://www.bluepointchurch.org,N,Y,207-883-6540,43.553328,-70.358266,38.9,UccscraperItem
First Congregational UCC ,1050 E 23rd Ave ,Eugene ,OR,97405-3070,541-345-8741,Jonathan J. Morgan ,janets@fcceugene.org,http://www.fcceugene.org/,Y,Y,541-345-2192,44.03478,-123.07572,42.6,UccscraperItem
All Peoples UCC ,www.allpeoples-ucc.org,Bend ,OR,97701-3202,,,allpeoplesucc@gmail.com,http://www.allpeoples-ucc.org,Y,Y,,44.055359,-121.314254,39.5,UccscraperItem
Plymouth Congregational UCC ,207 SW Ave ,New Plymouth ,ID,83655-3032,208-278-3577,Susan L. Howe ,newplymouthucc@gmail.com,http://www.angelfire.com/amiga/plymouthcongregation/index.html,N,Y,,43.970246,-116.821975,33.7,UccscraperItem
Wright Community Congregational UCC ,4821 Franklin Rd ,Boise ,ID,83705-1220,208-343-0292,Drew Terry,church@wrightucc.com,http://www.wrightucc.com,N,Y,,43.602315,-116.239986,38.8,UccscraperItem
Saint John's UCC ,350 N Fourth St ,Payette ,ID,83661-2314,208-642-4611,,stjohnsucc@live.com,null,N,N,-,44.078542,-116.940106,40.1,UccscraperItem
First Congregational UCC ,2201 Woodlawn Ave ,Boise ,ID,83702-3848,208-344-5731,Kim Cran ,church@boisefirstucc.org,http://www.boisefirstucc.org,Y,Y,208-344-5756,43.626558,-116.21636,40.3,UccscraperItem
"Custer Community Church, UCC ",547 Harney St ,Custer ,SD,57730-1516,605-673-4350,Jeri S. Behringer  & Richard L. Behringer ,joannboggs@yahoo.com,http://www.custercommunitychurch.org,N,Y,,43.768724,-103.600236,27.3,UccscraperItem
Keystone Congregational UCC ,402 Blair St,Keystone,SD,57751,605-666-4627,John DeGroff,,http://www.keystoneucc.org,N,Y,,43.894644,-103.419282,39.9,UccscraperItem
United Church of Christ ,200 Folsom St ,Hermosa ,SD,57744,605-255-4503,Diane Janssen Hemmen ,,,N,Y,,43.904764,-103.199159,31.8,UccscraperItem
South Park UCC ,2201 Third St ,Rapid City ,SD,57701-5412,605-342-2017,Bruce S. Herrboldt ,sparkucc@rushmore.com,,N,Y,,44.06448,-103.22352,41.3,UccscraperItem
First Congregational UCC ,1200 Clark St ,Rapid City ,SD,57701-4426,605-342-5787,Ted E. Huffman ,uccoffice@rushmore.com,http://www.rcfirstucc.com,N,Y,605-388-9409,44.07486,-103.23906,41.8,UccscraperItem
United Church of Christ ,107 N Merrill St,Chamberlain,SD,57325,605-234-5202,Jim Oleson,ucc@midstatesd.net,http://www.chamberlainucc.org,N,Y,605-234-5212,43.810489,-99.327667,39.9,UccscraperItem
Templeton UCC ,22994  374th Ave ,Wessington Springs ,SD,57382,605-539-9467,Sara Olson Dean ,,null,N,Y,null,44.051154,-98.708366,40.8,UccscraperItem
Congregational UCC ,301 E Fourth Ave ,Mitchell ,SD,57301-2701,605-996-5104,Suzanne B. Burris ,uccmitchell@mitchelltelecom.net,http://www.mitchellucc.areavoices.com,Y,Y,null,43.71228,-98.02212,28.1,UccscraperItem
Anew UCC,Lifequest,Mitchell,SD,57301,605-999-9361,Kristi McLaughlin ,ucc5pastor@gmail.com,http://anewucc.areavoices.com/,Y,Y,,43.717352,-98.014042,28.6,UccscraperItem
United Church of Christ ,310 College Ave ,Wessington Springs ,SD,57382,605-539-9467,Sara Olson Dean ,,null,N,Y,null,44.081443,-98.573703,40.3,UccscraperItem
Congregational Community UCC ,700 Central Ave ,Winfred ,SD,57076-9801,605-485-2241,Bryce A. Hecht ,eeichmann@gehl.com,http://netministries.org/see/churches/ch01362,N,Y,,43.978334,-97.308117,34.4,UccscraperItem
United Church ,501 Essex St ,Garretson ,SD,57030,605-594-6274,Jean Layton ,,null,N,Y,null,43.75662,-96.5448,28.9,UccscraperItem
First Congregational UCC ,212 N Prairie St ,Sherburn ,MN,56171-1085,507-236-0725,,lesterclear@hotmail.com,null,N,Y,null,43.654163,-94.730284,40.1,UccscraperItem
Saint Paul's UCC ,214 Dugan St N ,Welcome ,MN,56181-9604,507-728-8248,,stpaulucc1@frontiernet.net,,N,Y,,43.668304,-94.61932,22.4,UccscraperItem
St John's UCC ,301 N Main St ,Fairmont ,MN,56031-1835,507-235-3500,Richard Abel ,sjucc@frontier.com,,N,Y,-,43.65528,-94.46358,29,UccscraperItem
First Congregational UCC ,319 Downtown Plaza ,Fairmont ,MN,56031-1713,507-235-5382,,ucc319@frontiernet.net,http://www.fairmontucc.com,N,Y,null,43.655703,-94.462023,29.1,UccscraperItem
The United Church of Mapleton,201 Troendle St SW ,Mapleton ,MN,56065-9743,507-524-3141,,secretary@unitedchurchmapleton.org,http://www.unitedchurchmapleton.org/,N,Y,,43.92618,-93.96084,39.9,UccscraperItem
Saint Paul's UCC ,54577 230th St ,Minnesota Lake ,MN,56068-9782,507-553-3886,Cherie L. Daniel ,,null,N,N,null,43.8378,-93.83442,40.7,UccscraperItem
Peace United Church of Christ ,E Lake Ave & Park St SE ,Minnesota Lake ,MN,56068,507-462-3634,Cherie L. Daniel ,,null,N,Y,null,43.840255,-93.831362,40.9,UccscraperItem
Zoar United Church of Christ ,213 2nd Ave Se ,Waldorf ,MN,56091-0217,507-863-2496,,uccum@cvtel.net,,N,N,-,43.932546,-93.6962,33.5,UccscraperItem
First Congregational Church UCC Austin Minnesota,1910 Third Ave NW,Austin ,MN,55912-1499,507-433-2301,Shari Mason,church@austincongoucc.org,http://www.austincongoucc.org,Y,Y,,43.66944,-92.99874,27.7,UccscraperItem
Associated Church ,800 Havana Rd ,Owatonna ,MN,55060-3697,507-451-1546,Katherine Gibson Christensen ,tammy@associatedchurch.org,http://www.associatedchurch.org/,N,Y,507-451-3578,44.07336,-93.20928,42.2,UccscraperItem
United Church ,104 Second St SE ,Grand Meadow ,MN,55936,507-584-6693,,umdexter@smig.net,,N,N,-,43.70904,-92.57058,25.9,UccscraperItem
First Congregational UCC ,12 Second St NW,Dodge Center ,MN,55927,507-633-6873,,firstcon@kmtel.com,null,N,Y,null,44.030077,-92.853404,37.3,UccscraperItem
Congregational Church UCC ,974 Skyline Dr SW,Rochester ,MN,55902-0984,(507)289-4581,Teresa M. Roberts ,church@congoroch.org,http://www.congoroch.org,Y,Y,507-281-3679,44.01288,-92.48478,35.4,UccscraperItem
Peace United Church of Christ ,1503 Second Ave NE ,Rochester ,MN,55906-4165,507-282-6117,Paul D. Bauch ,office@peacechurchucc.org,http://www.peacechurchucc.org,Y,Y,507-280-0677,44.038034,-92.459504,37.2,UccscraperItem
Saint Paul's UCC ,12941 County Rd 9 ,Eyota ,MN,55934-2313,507-545-2495,,eyotaucc@gmail.com,,N,Y,,44.020906,-92.209471,38.8,UccscraperItem
Saint Charles UCC ,1012 Church Ave ,Saint Charles ,MN,55972-1432,507-932-4547,,,null,N,Y,null,43.968444,-92.063624,39,UccscraperItem
Saint Paul's UCC/ELCA,100 N Fremont St ,Lewiston ,MN,55952-1412,507-523-2643,,,null,N,Y,507-523-3436,43.982191,-91.869072,33.9,UccscraperItem
First Congregational Church UCC ,161 W Broadway ,Winona ,MN,55987-5272,507-452-4829,Howard H. Tobak ,1stcong@hbci.com,http://www.winonaucc.org/,Y,Y,,44.050315,-91.641075,42,UccscraperItem
Saint John's UCC ,630 West Ave S ,La Crosse ,WI,54601-4761,608-784-3314,John Parkyn ,stjohnsoffice@centurytel.net,,N,Y,,43.80522,-91.23906,24.8,UccscraperItem
Trinity UCC ,W4888 Harvest Ln ,La Crosse ,WI,54601-2179,608-788-3632,Brandon Perrine ,tucclarosse@yahoo.com,http://www.tucclacrosse.org/,N,Y,null,43.765816,-91.154781,25.2,UccscraperItem
First Congregational UCC ,2503 Main St ,La Crosse ,WI,54601-3962,608-784-8137,,Kristi@firstcongolax.org,http://www.firstcongolax.org,Y,Y,608-784-1055,43.811804,-91.218886,25.7,UccscraperItem
Congregational UCC ,201 N Water St ,Sparta ,WI,54656-1740,608-269-5100,William S. Clyma ,cucc@centurytel.net,,N,Y,,43.94688,-90.81078,32.3,UccscraperItem
First Congregational UCC ,115 W Lacrosse St ,Tomah ,WI,54660-1961,608-372-6242,Edwin W. Stigen ,tomahucc@gmail.com,http://www.firstcongucctomah.com,N,Y,,43.97883,-90.504836,41.3,UccscraperItem
First Congregational UCC ,2537 Franklin St ,Grand Marsh ,WI,53936,608-296-3255,Janet L. Ruark,,,N,Y,,43.885408,-89.708612,30.3,UccscraperItem
Trinity UCC ,234 Church St ,Endeavor ,WI,53930-9801,608-981-2500,,tuparish@gmail.com,http://www.trinityunitedparish.org/,N,Y,,43.712893,-89.465604,30.6,UccscraperItem
Green Lake Federated Church UCC ,489 Scott St ,Green Lake ,WI,54941-9422,920-294-3440,Karen G. Rodriguez ,office@greenlakefederated.org,http://www.greenlakefederated.org,N,Y,,43.84968,-88.9602,36.3,UccscraperItem
Union-Congregational Church ,125 Beaver Dam St ,Waupun ,WI,53963-1861,920-324-2801,Robert George Sherwood ,unioncong.ucc@sbcglobal.net,http://www.uccwaupun.net,N,Y,,43.63122,-88.74486,39,UccscraperItem
First Congregational Church of Ripon UCC ,220 Ransom St ,Ripon ,WI,54971-1444,920-748-5898,Joanna D'Agostino,office@riponcongregationalucc.org,http://www.riponcongregationalucc.org,N,Y,,43.84458,-88.84026,40.7,UccscraperItem
Our Saviour's UCC ,343 Scott St ,Ripon ,WI,54971-1546,920-748-2544,Kevin P. Mundell ,osuccripon@charter.net,http://www.oursavioursuccripon.com,N,Y,,43.84518,-88.83378,41,UccscraperItem
First Congregational UCC ,887 Bonnell Ave ,Redgranite ,WI,54970-9343,920-566-4666,Stephen E Davis ,redgraniteucc@gmail.com,,N,Y,920-566-4666,44.037992,-89.092376,42.4,UccscraperItem
Federated Church ,192 E Huron St ,Berlin ,WI,54923-2133,920-299-5040,Jo Ann Schoblaski ,jschoblaski@charter.net,http://www.federatedchurchberlin.org,N,Y,null,43.968166,-88.942725,42.7,UccscraperItem
United Church of Christ ,204 W Division ,Rosendale ,WI,54974-9779,920-872-2076,Wes Wassell,rosendaleuccjane@gmail.com,http://www.rosendaleucc.com,N,Y,,43.807608,-88.666683,27,UccscraperItem
Bethel UCC ,N4540 County Road K ,Fond Du Lac ,WI,54935-7763,920-533-5369,Paula Nadine Anderson ,paula2651@frontier.com,,N,Y,,43.705629,-88.401775,33.2,UccscraperItem
Church of Peace UCC ,158 S Military Rd ,Fond Du Lac ,WI,54935-4113,920-921-8215,Jennifer C M Dawson  & James F. Martin ,churchofpeaceucc@att.net,http://www.uccchurchofpeace.org,N,Y,920-921-8084,43.774367,-88.452558,33.3,UccscraperItem
Pilgrim UCC ,535 Stow St ,Fond Du Lac ,WI,54935-2865,920-921-0415,Edmond T. Drewsen,pilgrim.info@pilgrimuccfdl.org,http://www.pilgrimuccfdl.org,N,Y,920-921-2691,43.787836,-88.426145,35,UccscraperItem
Bethany UCC ,145 W 24th Ave ,Oshkosh ,WI,54902-7211,920-235-1631,Deborah L. Bartelt ,bethanyoshkosh@ntd.net,http://www.bethanyoshkosh.com,N,Y,,43.991987,-88.53927,41.1,UccscraperItem
Saint Paul's UCC ,1250 Leonard Point Rd ,Oshkosh ,WI,54904-9324,920-231-3080,RaeAnn Beebe,stpauls@ntd.net,http://www.stpaulsoshkosh.com,N,Y,,44.033725,-88.622845,41.4,UccscraperItem
Emmanuel UCC ,1306 Michigan St ,Oshkosh ,WI,54902-6555,920-235-8340,Annette K. Wolf ,office@emmanueloshkosh.org,http://www.emmanueloshkosh.org/,N,Y,920-235-8310,44.00622,-88.5498,41.6,UccscraperItem
First Congregational UCC ,137 Algoma Blvd ,Oshkosh ,WI,54901-4854,920-231-7520,Nancy Alma Taylor ,office@fccoshkosh.org,http://www.fccoshkosh.org,Y,Y,,44.0184,-88.53906,42.6,UccscraperItem
First Congregational UCC ,1405 State Rd 67 ,Plymouth ,WI,53073,920-893-3411,Bonnie Jacque,1congouccply@gmail.com,http://www.1congoucc.org,Y,Y,,43.728151,-87.981053,30.4,UccscraperItem
Saint Paul UCC,N10362 Saint Paul Rd ,Malone ,WI,53049-1306,920-795-4505,Daniel T Schultz ,stpaulsmalone@gmail.com,http://sites.google.com/site/stpaulsunitedchurchofchrist/,N,Y,,43.915878,-88.282247,30.7,UccscraperItem
Immanuel UCC ,W 3694 County Rd FF,Plymouth ,WI,53073-4819,920-565-3554,Laura Yurs,immanuel@tds.net,http://www.immanuelchurch.org,N,Y,,43.75662,-87.98352,31.4,UccscraperItem
Salem United Church of Christ ,217 Salem Dr ,Plymouth ,WI,53073-2032,920-892-7456,James M. Hoppert ,salemuc@excel.net,http://www.salemuccplywi.org,N,Y,920-892-4238,43.748943,-87.964287,31.9,UccscraperItem
Salem Plankroad UCC ,N5691 County Rd M ,Plymouth ,WI,53073-4335,920-467-6808,Cheryl Lepak ,,,N,Y,,43.747056,-87.901156,34.5,UccscraperItem
Community Church ,174 N East St ,Elkhart Lake ,WI,53020,920-876-2525,Deborah R. Tyler,commucc.elkhartlake@gmail.com,http://www.communityuccel.org,N,Y,,43.860235,-87.982314,35.9,UccscraperItem
Saron United Church of Christ ,W3830 County Road J ,Sheboygan Falls ,WI,53085-2023,920-467-6202,,barb@saronucc.org,http://www.saronucc.org,N,Y,920-467-6202,43.801566,-87.901234,36.5,UccscraperItem
Saint Peter's UCC ,424 Fremont St ,Kiel ,WI,53042-1317,920-894-2404,Christopher Jarrett Ross ,stpetersuc@tcei.com,http://www.stpetersucckiel.com,N,Y,920-894-7725,43.91226,-88.0353,36.8,UccscraperItem
Saint John United Church of Christ ,2111 Church St ,New Holstein ,WI,53061-1014,920-898-4259,William E. Rishel ,sjucc.desk@hotmail.com,http://sjuccnh.wix.com,N,Y,,43.95114,-88.09764,37.1,UccscraperItem
Grace United Church of Christ ,500 School St ,Kohler ,WI,53044-1428,920-452-6795,Thomas M. Schroeder ,graceucc@graceucckohler.org,http://www.graceucckohler.org,N,Y,,43.738204,-87.788658,39.3,UccscraperItem
Bethel United Church of Christ ,W4225 County Line Rd ,Elkhart Lake ,WI,53020-1723,(920)565-3149,James M. Liddle ,jmlbjl@mail.com,http://www.bethelucc-ada.org,N,Y,,43.892034,-87.908151,40.1,UccscraperItem
Ebenezer UCC ,44 W Washington St ,Chilton ,WI,53014-1152,920-849-4331,Michael B. Safford-Kennedy ,ebenezeroffice@yahoo.com,http://www.ebenezerchilton.org/,N,Y,,44.030019,-88.164948,40.2,UccscraperItem
Bethlehem UCC ,11608 Lax Chapel Rd ,Kiel ,WI,53042-3024,920-894-3332,Rebecca Anne Johnston ,bucc@tcei.com,,N,Y,,43.953887,-87.9826,40.7,UccscraperItem
Our Shepherd UCC ,710 Ethan Allen Dr ,Howards Grove ,WI,53083-1266,920-565-3376,Margaret W. Feyen ,cairos_4@yahoo.com,http://www.ourshepherducc.com,N,Y,null,43.8339,-87.82842,40.8,UccscraperItem
St. John's UCC ,W3401 Orchard Rd ,Elkhart Lake ,WI,53020-1734,920-565-2631,Melinda L. Feller ,schwarzwald@tds.net,http://www.schwarzwalducc.org,N,Y,,43.877384,-87.866395,41.1,UccscraperItem
Ebenezer UCC ,3215 Saemann Ave ,Sheboygan ,WI,53081-1838,920-452-9766,Roger J. Mealiff ,ebucc@ebenezerucc.org,http://www.ebenezerucc.org/,Y,Y,,43.76461,-87.749592,41.8,UccscraperItem
Saint Paul's UCC ,2114 Wedemeyer St ,Sheboygan ,WI,53081-5943,920-458-1611,Jeremy Hylen,sheboyganstpaulsucc@gmail.com,http://www.sspucc.org,N,Y,,43.731817,-87.720851,42.2,UccscraperItem
Saint John's UCC ,1248 Lincoln Ave ,Sheboygan ,WI,53081-2566,920-452-5296,Gregory S. Whelton ,stjohnsucc@charter.net,http://www.stjsucc.org,N,Y,920-452-5204,43.764855,-87.720596,43.1,UccscraperItem
First Congregational UCC ,310 Bluff Ave ,Sheboygan ,WI,53081-2872,920-457-4818,James H. Hollister  & Julia O. Hollister ,office@fccsheboygan.org,http://www.fccsheboygan.org,Y,Y,,43.766598,-87.704603,23.6,UccscraperItem
Saint Mark's UCC ,N9286 Dairyland Dr ,Cleveland ,WI,53015-1707,920-693-8361,William L. Kesting Jr ,stmucc@excel.net,http://www.stmarksucccleveland.org,N,Y,null,43.913995,-87.767151,30.9,UccscraperItem
Saint James UCC ,13312 Pioneer Rd ,Newton ,WI,53063-9726,920-693-8100,William L. Kesting Jr ,stmucc@excel.net,http://www.stmarksucccleveland.org,N,Y,null,43.935008,-87.838603,31.1,UccscraperItem
Saint John's UCC ,1501 Marshall St ,Manitowoc ,WI,54220-5033,920-682-3817,Judine Duerwaechter ,stjohns@lsol.net,,N,Y,,44.08686,-87.66744,41.4,UccscraperItem
First Reformed UCC ,3613  Waldo Blvd ,Manitowoc ,WI,54220-3036,920-682-6121,,fruccmanitowoc@att.net,http://www.frucc-manitowoc.org,N,Y,920-682-6121,44.108662,-87.692888,43.1,UccscraperItem
Congregational UCC ,408 S State St ,Hart ,MI,49420-1229,231-873-2449,Daniel S. Barnum-Steggerda ,pastor@hartcongregationalucc.org,http://www.hartcongregationalucc.org,N,Y,,43.698812,-86.363483,34.8,UccscraperItem
